"OBJECTID.x","GEOID","NAME","Total Population","Aggregate Income","Per Capita Income","ACS_VINTAGE","JURISDICTION","CRA_NO","CRA_GRP","GEN_ALIAS","DETL_NAMES","TRACT_LABEL","OBJECTID_12_13_14_15_16","OBJECTID.y","TRACT","TRACTCE10","NAME10","NAMELSAD10","ACRES_TOTA","WATER","SHAPE_Leng","TC_ID","OBJECTID_1","TRACT_1","TRACTCE10_1","GEOID10_1","NAME10_1","NAMELSAD10_1","ACRES_TOTAL","PCT_PEOPLE_OF_COLOR","PTL_PEOPLE_OF_COLOR","PCT_ENGLISH_LESSTHAN_VERY_WELL","PTL_ENGLISH_LESSTHAN_VERY_WELL","PCT_FOREIGN_BORN","PTL_FOREIGN_BORN","PCT_POP_INC_UNDER_200_POVERTY","PTL_POP_INC_UNDER_200_POVERTY","PCT_LESS_BACHELOR_DEGREE","PTL_LESS_BACHELOR_DEGREE","PCT_ADULTNOLEISUREPHYSACTIVITY","PCT_ADULT_WITH_DIABETES","PCT_ADULT_OBESE","PCT_ADULTMENTALHEALTHNOTGOOD","PCT_ADULT_WITH_ASTHMA","PCT_ADULT_WITH_DISABILITIES","PCT_LOW_LIFE_EXPECT_AT_BIRTH","PTL_ADULTNOLEISUREPHYSACTIVITY","PTL_ADULT_DIAGNOSED_DIABETES","PTL_ADULT_OBESE","PTL_ADULTMENTALHEALTHNOTGOOD","PTL_ADULT_WITH_ASTHMA","PTL_ADULT_WITH_DISABILITIES","PTL_LOW_LIFE_EXPECT_AT_BIRTH","COMPOSITE_PERCENTILE","COMPOSITE_QUINTILE","RACE_ELL_ORIGINS_PERCENTILE","RACE_ELL_ORIGINS_QUINTILE","SOCIOECONOMIC_PERCENTILE","SOCIOECONOMIC_QUINTILE","HEALTH_PERCENTILE","HEALTH_QUINTILE","RSE_Priority_Rank","OBJECTID_12","TC_ID_1","Total_A","Can_A","Grass_A","Soil_A","Water_A","Build_A","Road_A","Paved_A","Perv_A","Imperv_A","Can_P","Grass_P","Soil_P","Water_P","Build_P","Road_P","Paved_P","Perv_P","Imperv_P","TC_E_A","TC_Pv_A","TC_Land_A","TC_Pi_A","TC_P_A","TC_E_P","TC_Pv_P","TC_P_P","TC_Pi_P","TC_Land_A_1","Gain","Loss","No_Change","TreeCanopy_2016_Area","TreeCanopy_2021_Area","Change_Area","Change_PercentChange","TreeCanopy_2016_Percent","TreeCanopy_2021_Percent","Change_Percent_AbsDiff","OBJECTID_12_13","OBJECTID_12_13_14","TC_ID_12","OBJECTID_12_13_14_15","TC_ID_12_13","Shape__Area","Shape__Length","maj_TC","Imperv_TC_Diff"
1337,53033004800,"Census Tract 48, King County, Washington",4772,233332600,48896,"5Y15","Seattle",11.1,11,"Fremont","Fremont, Wallingford, Northlake",48,10,11,4800,4800,48,"Census Tract 48",330.28224693,0,18725.1423901596,11,119,NA,NA,NA,NA,NA,330.28224693,0.15850313,0.143,0.01296859,0.091,0.06759404,0.076,0.12147335,0.196,0.23758201,0.151,0.105,0.043,0.208,0.084,0.084,0.04254376,0.8611,0.052,0.105,0.255,0.172,0.135,0.037,0.136,0.031,"Lowest",0.076,"Lowest",0.106,"Lowest",0.038,"Lowest",1,NA,NA,14387211,3702128,3201905,23862,3649,3246933,2157433,2051301,6931544,7455667,25.732075521795,22.2552168033123,0.165855633868162,0.0253628031172963,22.5681892063722,14.9954914819835,14.2578085495514,48.1785107620928,51.8214892379072,3702128,3201905,14383562,2075163,5277068,25.7386035531393,22.260862782112,36.6881861391497,14.4273233570377,NA,485031,522755,3217097,3739852,3702128,-37724,-1.0087030181943,26.0008751656926,25.7386035531393,-0.262271612553278,NA,NA,NA,NA,NA,14387093.65271,18725.1412708738,FALSE,-26.0828856847679
1338,53033004900,"Census Tract 49, King County, Washington",6923,346078200,49990,"5Y15","Seattle",11.1,11,"Fremont","Fremont, Wallingford, Northlake",49,8,9,4900,4900,49,"Census Tract 49",270.63279041,0,16136.3441744321,9,117,NA,NA,NA,NA,NA,270.63279041,0.14799545,0.098,0.01617978,0.166,0.07776514,0.143,0.18008658,0.444,0.23399322,0.136,0.099,0.034,0.192,0.083,0.083,0.04254317,0.7774,0,0.015,0.015,0.127,0.082,0.03,0.918,0.106,"Lowest",0.106,"Lowest",0.256,"Second lowest",0.106,"Lowest",1,NA,NA,11788767,2677555,2095504,16990,2069,3398548,2053358,1544743,4792118,6996649,22.7127654656335,17.7754297798913,0.144120245993495,0.017550605589202,28.8286976916246,17.4179199571931,13.1035162540747,40.6498660971075,59.3501339028925,2677555,2095504,11786698,1561733,3657237,22.7167523932487,17.7785500230853,31.0285119717159,13.2499619486306,NA,336359,361511,2341196,2702707,2677555,-25152,-0.930622520310193,22.9301454911291,22.7167523932487,-0.213393097880338,NA,NA,NA,NA,NA,11788763.4657288,16136.3431796016,FALSE,-36.6333815096438
1339,53033005000,"Census Tract 50, King County, Washington",3695,174324500,47178,"5Y15","Seattle",11.2,11,"Wallingford","Wallingford, Meridian, Northlake, University District",50,46,86,5000,5000,50,"Census Tract 50",187.14268528,0,11560.1479170421,86,6,NA,NA,NA,NA,NA,187.14268528,0.19002625,0.256,0.03079858,0.361,0.11312336,0.346,0.20787402,0.512,0.26632997,0.241,0.104,0.038,0.193,0.083,0.084,0.07278669,0.8378,0.037,0.037,0.022,0.127,0.135,0.233,0.399,0.219,"Second lowest",0.331,"Second lowest",0.399,"Middle",0.061,"Lowest",2,NA,NA,8151940,1987695,1952789,4514,0,2086006,1471096,649840,3944998,4206942,24.3830916321759,23.9548990792376,0.0553733221785244,0,25.5890745025111,18.0459620654715,7.9715993984254,48.393364033592,51.606635966408,1987695,1952789,8151940,654354,2607143,24.3830916321759,23.9548990792376,31.9818717998415,8.02697272060393,NA,216417,250330,1771278,2021608,1987695,-33913,-1.67752600899878,24.7991030355964,24.3830916321759,-0.416011403420537,NA,NA,NA,NA,NA,8151933.9777832,11560.1472438312,FALSE,-27.2235443342321
1340,53033005100,"Census Tract 51, King County, Washington",3726,210679300,56543,"5Y15","Seattle",11.2,11,"Wallingford","Wallingford, Meridian, Northlake, University District",51,44,84,5100,5100,51,"Census Tract 51",217.86364678,0,13462.590730929,84,57,NA,NA,NA,NA,NA,217.86364678,0.17257488,0.181,0.03835063,0.429,0.09975268,0.264,0.11843913,0.151,0.2308542,0.128,0.107,0.047,0.205,0.082,0.084,0.07866667,0.8511,0.09,0.218,0.21,0.097,0.135,0.278,0.241,0.128,"Lowest",0.249,"Second lowest",0.091,"Lowest",0.121,"Lowest",1,NA,NA,9490141,3009067,2669313,8192,0,2245290,1206180,352099,5686572,3803569,31.7072949706437,28.1272217135657,0.0863211621407943,0,23.6591848319219,12.7098216981181,3.71015562360981,59.9208378463502,40.0791621536498,3009067,2669313,9490141,360291,3029604,31.7072949706437,28.1272217135657,31.9236984993163,3.7964767857506,NA,351143,385657,2657924,3043581,3009067,-34514,-1.13399314820273,32.0709776598683,31.7072949706437,-0.363682689224532,NA,NA,NA,NA,NA,9490140.03955078,13462.5900568993,FALSE,-8.3718671830061
1341,53033005200,"Census Tract 52, King County, Washington",6644,186904700,28131,"5Y15","Seattle",11.2,11,"Wallingford","Wallingford, Meridian, Northlake, University District",52,43,83,5200,5200,52,"Census Tract 52",238.39255452,0,14181.3842712654,83,91,NA,NA,NA,NA,NA,238.39255452,0.47873107,0.767,0.11771718,0.752,0.28622927,0.82,0.53454019,0.933,0.30316456,0.324,0.146,0.043,0.2,0.12,0.094,0.06855533,0.8458,0.661,0.105,0.082,0.887,0.766,0.18,0.294,0.625,"Second highest",0.775,"Second highest",0.662,"Second highest",0.414,"Middle",4,NA,NA,10384399,2248575,2285571,22054,8383,2387786,2222182,1209848,4564583,5819816,21.6533956370513,22.0096608383403,0.212376277144204,0.0807268672939089,22.9939739411015,21.3992355262929,11.650630912776,43.9561596198297,56.0438403801703,2248575,2285571,10376016,1231902,3517473,21.6708898675561,22.0274429029408,33.9000344640949,11.8725915611541,NA,291132,337661,1957443,2295104,2248575,-46529,-2.02731553777084,22.1193182431484,21.6708898675561,-0.448428375592329,NA,NA,NA,NA,NA,10384378.1078491,14181.3832752502,FALSE,-34.3729505126142
1342,53033005301,"Census Tract 53.01, King County, Washington",7377,77723300,10536,"5Y15","Seattle",7.2,7,"University District","University District, Cowen Park, Ravenna",53.01,45,85,5301,5301,53.01,"Census Tract 53.01",134.28972565,0,11330.9224747702,85,58,NA,NA,NA,NA,NA,134.28972565,0.54533262,0.828,0.19048902,0.865,0.33328863,0.91,0.76561265,1,0.49264333,0.722,0.17,0.033,0.198,0.162,0.113,0.07082424,0.865,0.774,0.007,0.06,1,0.984,0.21,0.091,0.76,"Second highest",0.873,"Highest priority/Most disadvantaged",0.91,"Highest priority/Most disadvantaged",0.459,"Middle",4,NA,NA,5849653,795465,561386,2056,0,2289940,1108678,1092128,1358907,4490746,13.5984989195086,9.59691113301934,0.0351473839559372,0,39.1465955331026,18.952884897617,18.6699621327966,23.2305574364838,76.7694425635162,795465,561386,5849653,1094184,1655570,13.5984989195086,9.59691113301934,28.3020206497719,18.7051095167525,NA,95861,105789,699604,805393,795465,-9928,-1.2326901276768,13.7682183883386,13.5984989195086,-0.169719468830031,NA,NA,NA,NA,NA,5849659.28112793,11330.9214788706,FALSE,-63.1709436440076
1343,53033005302,"Census Tract 53.02, King County, Washington",5178,16731400,3231,"5Y15","Seattle",7.2,7,"University District","University District, Cowen Park, Ravenna",53.02,85,128,5302,5302,53.02,"Census Tract 53.02",577.31791617,0,33889.3109946826,128,94,NA,NA,NA,NA,NA,577.31791617,0.55084067,0.843,0.08927142,0.685,0.21417134,0.692,0.67391304,0.993,0.44628099,0.64,0.135,0.012,0.152,0.151,0.112,0.04046836,0.865,0.526,0,0,0.984,0.977,0.007,0.091,0.662,"Second highest",0.767,"Second highest",0.835,"Highest priority/Most disadvantaged",0.354,"Second lowest",4,NA,NA,25147996,5997296,8564340,85454,233768,4416935,2084478,3765725,14880858,10267138,23.8480076106263,34.0557553770885,0.339804412248197,0.929569099661062,17.5637653195109,8.28884337344415,14.9742548074208,59.1731364996241,40.8268635003759,5997296,8564340,24914228,3851179,12415519,24.0717713589199,34.375297520758,49.8330472049947,15.4577496842367,NA,587094,990976,5410202,6401178,5997296,-403882,-6.30949490859339,25.692861123371,24.0717713589199,-1.62108976445106,NA,NA,NA,NA,NA,25147965.4248962,33889.3068752234,FALSE,-16.755092141456
1344,53033005400,"Census Tract 54, King County, Washington",5022,283943700,56540,"5Y15","Seattle",11.1,11,"Fremont","Fremont, Wallingford, Northlake",54,84,127,5400,5400,54,"Census Tract 54",296.12953497,0,21636.9137525812,127,13,NA,NA,NA,NA,NA,296.12953497,0.20717721,0.316,0.01064241,0.061,0.09304477,0.226,0.17554569,0.422,0.17711923,0.023,0.1,0.036,0.197,0.083,0.084,0.04127967,0.8081,0.007,0.03,0.045,0.127,0.135,0.015,0.7,0.098,"Lowest",0.204,"Second lowest",0.158,"Lowest",0.076,"Lowest",1,NA,NA,12899394,2709558,2712002,4993,42507,3363997,1956365,2109972,5469060,7430334,21.0053123425798,21.0242589690647,0.0387072446969214,0.329527108017632,26.0787212174463,15.1663326199665,16.3571404982281,42.3978056643591,57.6021943356409,2709558,2712002,12856887,2114965,4826967,21.0747593877118,21.0937686548851,37.5438237887601,16.4500551338749,NA,350466,327990,2359092,2687082,2709558,22476,0.836446375659544,20.8999425755239,21.0747593877118,0.174816812187895,NA,NA,NA,NA,NA,12899400.762085,21636.912539891,FALSE,-36.5274349479291
1345,53033005600,"Census Tract 56, King County, Washington",6424,458007500,71296,"5Y15","Seattle",12.1,12,"Magnolia","Magnolia, Discovery Park, Briarcliff, Lawton Park",56,3,3,5600,5600,56,"Census Tract 56",737.51172746,0,30337.2943538308,3,53,NA,NA,NA,NA,NA,737.51172746,0.1328703,0.061,0.02339824,0.301,0.08108108,0.151,0.05239318,0.008,0.22036627,0.083,0.113,0.068,0.209,0.074,0.082,0.09990431,0.8324,0.157,0.593,0.285,0.015,0.037,0.481,0.459,0.061,"Lowest",0.121,"Lowest",0.023,"Lowest",0.256,"Second lowest",1,NA,NA,32125918,10485857,9846767,142160,366,5456412,3964655,2229701,20475150,11650768,32.6398672872165,30.6505389200084,0.442508755703106,0.00113926705534142,16.9844547321574,12.3409858669253,6.94050517093395,63.7340542299834,36.2659457700166,10485857,9846767,32125552,2371861,12218628,32.6402391467079,30.6508881154789,38.0339861553196,7.38309803984069,NA,1203617,1121905,9282240,10404145,10485857,81712,0.785379288735403,32.385887096975,32.6402391467079,0.254352049732873,NA,NA,NA,NA,NA,32126006.7912292,30337.292893567,FALSE,-3.6257066233087
1346,53033005700,"Census Tract 57, King County, Washington",6633,361616900,54518,"5Y15","Seattle",12.1,12,"Magnolia","Magnolia, Discovery Park, Briarcliff, Lawton Park",57,7,8,5700,5700,57,"Census Tract 57",1229.15600248,0,44813.5428417101,8,37,NA,NA,NA,NA,NA,1229.15600248,0.18761221,0.249,0.01389562,0.128,0.14602035,0.527,0.08916816,0.076,0.32980024,0.429,0.122,0.065,0.215,0.083,0.084,0.09976387,0.8576,0.345,0.526,0.398,0.127,0.135,0.473,0.158,0.234,"Second lowest",0.279,"Second lowest",0.204,"Second lowest",0.286,"Second lowest",2,NA,NA,53542129,25104885,15210270,777018,229359,5070099,3842993,3307505,41321532,12220597,46.8880962876915,28.4080410773356,1.45122731298189,0.428371086999548,9.4693638349719,7.17751249674812,6.17738790327146,77.1757357650085,22.8242642349915,25104885,15210270,53312770,4084523,19294793,47.0898154419663,28.5302564470013,36.1916910338742,7.6614345868729,NA,1972087,2031962,23132798,25164760,25104885,-59875,-0.237931933386211,47.2021243690771,47.0898154419663,-0.11230892711071,NA,NA,NA,NA,NA,53542030.8123169,44813.5398695874,FALSE,24.2655512069748
1347,53033005801,"Census Tract 58.01, King County, Washington",5212,217773600,41783,"5Y15","Seattle",12.2,12,"Interbay","Interbay",58.01,9,10,5801,5801,58.01,"Census Tract 58.01",449.98414502,0,26367.9369935514,10,118,NA,NA,NA,NA,NA,449.98414502,0.25924469,0.474,0.0569712,0.594,0.14221086,0.504,0.18888889,0.467,0.44395203,0.632,0.13,0.054,0.221,0.098,0.09,0.07949791,0.833,0.473,0.33,0.533,0.548,0.639,0.285,0.452,0.564,"Middle",0.534,"Middle",0.564,"Middle",0.512,"Middle",3,NA,NA,19601435,3570924,3868047,17992,34876,4174368,2443583,5491645,7491839,12109596,18.2176662065813,19.7334889001749,0.0917891980867727,0.177925748803595,21.2962367296068,12.4663474893547,28.0165457273919,38.2208700536466,61.7791299463534,3570924,3868047,19566559,5509637,9377684,18.2501379010995,19.7686624408513,47.9270984744942,28.1584360336429,NA,427052,382545,3143872,3526417,3570924,44507,1.26210258174232,18.0226732763794,18.2501379010995,0.227464624720167,NA,NA,NA,NA,NA,19601306.8161011,26367.9354863693,FALSE,-43.5289920452539
1348,53033005802,"Census Tract 58.02, King County, Washington",5216,249338000,47803,"5Y15","Seattle",12.2,12,"Interbay","Interbay",58.02,128,175,5802,5802,58.02,"Census Tract 58.02",763.62463994,0,51391.7584449882,175,75,NA,NA,NA,NA,NA,763.62463994,0.3062345,0.572,0.04475605,0.504,0.13761955,0.489,0.16761312,0.361,0.30656934,0.339,0.116,0.05,0.21,0.086,0.084,0.08121827,0.8404,0.225,0.255,0.315,0.233,0.135,0.3,0.361,0.376,"Second lowest",0.564,"Middle",0.354,"Second lowest",0.188,"Lowest",2,NA,NA,33263637,6072868,7609805,433952,97893,4794726,3387589,10866804,14214518,19049119,18.2567769122781,22.8772488107659,1.30458374109843,0.294294337086471,14.414316750751,10.1840607507832,32.6687186972369,42.732903801229,57.267096198771,6072868,7609805,33165744,11300756,18910561,18.3106641599839,22.9447739812501,57.0183530331778,34.0735790519278,NA,700978,710298,5371890,6082188,6072868,-9320,-0.153234329488007,18.3387654442487,18.3106641599839,-0.0281012842648778,NA,NA,NA,NA,NA,33263485.9549561,51391.7548641688,FALSE,-38.9564320387871
1349,53033005900,"Census Tract 59, King County, Washington",7705,405911400,52682,"5Y15","Seattle",12.3,12,"Queen Anne","Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",59,6,6,5900,5900,59,"Census Tract 59",447.91950792,0,24649.7666705492,6,1,NA,NA,NA,NA,NA,447.91950792,0.18453674,0.241,0.01304059,0.098,0.09533546,0.241,0.19525605,0.482,0.21139327,0.076,0.114,0.044,0.2,0.102,0.095,0.05328341,0.8622,0.18,0.142,0.082,0.609,0.819,0.075,0.121,0.166,"Lowest",0.181,"Lowest",0.241,"Second lowest",0.264,"Second lowest",1,NA,NA,19511389,5493543,4471103,7241,21462,3950011,2335720,3232309,9993349,9518040,28.155571087225,22.9153495940243,0.0371116582217699,0.109997294400722,20.2446427571097,11.9710595693623,16.5662680396562,51.2180296338718,48.7819703661282,5493543,4471103,19489927,3239550,7710653,28.1865755577227,22.9405836153209,39.5622466928686,16.6216630775477,NA,658379,666270,4835164,5501434,5493543,-7891,-0.143435329770384,28.2270631388204,28.1865755577227,-0.0404875810976577,NA,NA,NA,NA,NA,19511372.8277283,24649.7656802197,FALSE,-20.5953948084055
1350,53033006000,"Census Tract 60, King County, Washington",5564,386441300,69454,"5Y15","Seattle",12.3,12,"Queen Anne","Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",60,5,5,6000,6000,60,"Census Tract 60",324.56743167,0,19729.922874753,5,36,NA,NA,NA,NA,NA,324.56743167,0.18274384,0.226,0.00770677,0.031,0.12683101,0.422,0.14588713,0.324,0.23030449,0.121,0.111,0.05,0.2,0.085,0.086,0.08082308,0.8147,0.127,0.255,0.082,0.195,0.345,0.293,0.625,0.158,"Lowest",0.226,"Second lowest",0.158,"Lowest",0.241,"Second lowest",1,NA,NA,14138155,4659867,2357191,0,13785,2880188,1995335,2231789,7030843,7107312,32.9595127511334,16.6725502726487,0,0.0975021139604142,20.3717387452606,14.1131215494525,15.7855745675443,49.7295651377425,50.2704348622575,4659867,2357191,14124370,2231789,4588980,32.9916803368929,16.6888222271153,32.4898030850226,15.8009808579073,NA,479669,502654,4180198,4682852,4659867,-22985,-0.490833363941461,33.1544132587861,32.9916803368929,-0.162732921893145,NA,NA,NA,NA,NA,14138154.8451538,19729.9221793608,FALSE,-17.2787545253646
1351,53033006100,"Census Tract 61, King County, Washington",5219,368612900,70629,"5Y15","Seattle",7.1,7,"Montlake/Portage Bay","Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",61,83,126,6100,6100,61,"Census Tract 61",276.42477427,0,22354.5106291611,126,109,NA,NA,NA,NA,NA,276.42477427,0.19190008,0.286,0.01741486,0.188,0.10806207,0.316,0.11193322,0.128,0.22500597,0.098,0.103,0.045,0.195,0.08,0.083,0.06007509,0.8625,0.022,0.195,0.037,0.075,0.082,0.12,0.113,0.053,"Lowest",0.271,"Second lowest",0.068,"Lowest",0,"Lowest",1,NA,NA,12041153,3402274,1806444,9034,28968,2497435,2583024,1713974,5246720,6794433,28.2553838490384,15.0022510302792,0.0750260377889061,0.240574968194491,20.7408293873519,21.4516334108536,14.2343013164935,43.573235885301,56.426764114699,3402274,1806444,12012185,1723008,3529452,28.3235231558622,15.0384297278139,29.3822647586596,14.3438350308458,NA,373259,385008,3029015,3414023,3402274,-11749,-0.344139450730121,28.4213321722901,28.3235231558622,-0.0978090164279024,NA,NA,NA,NA,NA,12041061.8923035,22354.5095584138,FALSE,-28.1032409588368
1352,53033006200,"Census Tract 62, King County, Washington",4063,279016000,68672,"5Y15","Seattle",7.1,7,"Montlake/Portage Bay","Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",62,78,121,6200,6200,62,"Census Tract 62",627.4947195,0,49291.28620037,121,11,NA,NA,NA,NA,NA,627.4947195,0.1839512,0.234,0.01422042,0.143,0.09244486,0.211,0.08410549,0.061,0.16294432,0,0.106,0.058,0.203,0.074,0.081,0.03179697,0.8545,0.067,0.398,0.187,0.015,0.007,0,0.211,0.016,"Lowest",0.181,"Lowest",0.016,"Lowest",0.023,"Lowest",1,NA,NA,27333726,13461705,6106043,124732,472330,2594041,2343517,2231358,20164810,7168916,49.249432733759,22.3388607905121,0.456330029795426,1.72801176100177,9.49025756678764,8.57371951412698,8.1633876040171,73.7726353150683,26.2273646849317,13461705,6106043,26861396,2356090,8462133,50.1154333155283,22.7316666639366,31.5029531599921,8.77128649605553,NA,878562,1648565,12583143,14231708,13461705,-770003,-5.41047497601834,52.9820118060878,50.1154333155283,-2.86657849055946,NA,NA,NA,NA,NA,27333667.7759399,49291.2845915126,TRUE,23.8880686305966
1353,53033006300,"Census Tract 63, King County, Washington",4988,547840700,109832,"5Y15","Seattle",6.5,6,"Madison Park","Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",63,77,120,6300,6300,63,"Census Tract 63",571.20899901,0,26361.5365168898,120,132,NA,NA,NA,NA,NA,571.20899901,0.11959239,0.031,0.01951025,0.241,0.0899827,0.196,0.05583462,0.016,0.18866056,0.046,0.111,0.065,0.197,0.071,0.081,0.11181435,0.8695,0.127,0.526,0.045,0,0.007,0.624,0.046,0.046,"Lowest",0.098,"Lowest",0.016,"Lowest",0.128,"Lowest",1,NA,NA,24881859,8612046,8541662,82282,87502,4163248,2155750,1239369,17323492,7558367,34.6117466544602,34.3288738996552,0.330690725319197,0.351669865181697,16.7320617000522,8.66394267405824,4.98101448127328,69.6229811446162,30.3770188553838,8612046,8541662,24794357,1321651,9863313,34.7338952972243,34.4500242535025,39.7804750492219,5.33045079571936,NA,879646,942336,7732400,8674736,8612046,-62690,-0.722673289423448,34.986735086536,34.7338952972243,-0.252839789311743,NA,NA,NA,NA,NA,24881861.6221619,26361.5342093952,FALSE,4.3568764418405
1354,53033006400,"Census Tract 64, King County, Washington",3341,276540400,82772,"5Y15","Seattle",6.4,6,"Miller Park","Madison-Miller, Miller Park, Capitol Hill, Stevens",64,81,124,6400,6400,64,"Census Tract 64",223.28631551,0,13186.7701844649,124,27,NA,NA,NA,NA,NA,223.28631551,0.14076415,0.083,0.01010101,0.046,0.09537489,0.249,0.07325481,0.038,0.17392996,0.008,0.103,0.054,0.206,0.075,0.082,0.05937267,0.8607,0.022,0.33,0.225,0.03,0.037,0.112,0.151,0,"Lowest",0.083,"Lowest",0,"Lowest",0.031,"Lowest",1,NA,NA,9726347,3826259,2287719,4534,0,2147208,1083087,377540,6118512,3607835,39.3391167310811,23.5208449791068,0.0466156512820281,0,22.0762018875123,11.1355990075205,3.88162174349733,62.9065773614698,37.0934226385302,3826259,2287719,9726347,382074,2669793,39.3391167310811,23.5208449791068,27.4490823738861,3.92823739477936,NA,439339,373489,3386920,3760409,3826259,65850,1.75113930426185,38.6620896827966,39.3391167310811,0.677027048284423,NA,NA,NA,NA,NA,9726350.57394409,13186.7695128599,FALSE,2.2456940925509
1355,53033006500,"Census Tract 65, King County, Washington",4449,406488800,91366,"5Y15","Seattle",6.3,6,"North Capitol Hill","North Capitol Hill, Capitol Hill, North Broadway",65,79,122,6500,6500,65,"Census Tract 65",283.56843259,0,17921.500777042,122,108,NA,NA,NA,NA,NA,283.56843259,0.16497862,0.166,0.01866475,0.219,0.06684673,0.061,0.079566,0.046,0.26013143,0.204,0.104,0.044,0.201,0.082,0.082,0.06682087,0.8654,0.037,0.142,0.127,0.097,0.037,0.157,0.068,0.023,"Lowest",0.113,"Lowest",0.083,"Lowest",0.008,"Lowest",1,NA,NA,12352231,4660408,2821288,0,160421,2174658,1240122,1295334,7642117,4710114,37.7292814553096,22.8403111956051,0,1.29872085455656,17.6053864277635,10.0396600419795,10.4866400247858,61.8683135054712,38.1316864945288,4660408,2821288,12191810,1295334,4116622,38.2257269429232,23.1408461910086,33.7654704264584,10.6246242354499,NA,414504,397435,4245904,4643339,4660408,17069,0.36760184858353,38.0857231206851,38.2257269429232,0.140003822238043,NA,NA,NA,NA,NA,12352239.291748,17921.5004265524,FALSE,0.0940404483944022
1356,53033006600,"Census Tract 66, King County, Washington",3585,224795200,62704,"5Y15","Seattle",11.3,11,"Cascade/Eastlake","South Lake Union, Eastlake, Cascade, Denny Triangle",66,80,123,6600,6600,66,"Census Tract 66",252.56747521,0,23260.8095460341,123,43,NA,NA,NA,NA,NA,252.56747521,0.24446934,0.429,0.02150538,0.264,0.12853542,0.437,0.17820118,0.429,0.24735799,0.166,0.105,0.043,0.202,0.083,0.082,0.07593423,0.851,0.052,0.105,0.15,0.127,0.037,0.255,0.256,0.188,"Lowest",0.407,"Middle",0.264,"Second lowest",0.053,"Lowest",1,NA,NA,11001803,2756645,1328542,2816,19780,2283148,2470314,2140558,4107783,6894020,25.0563021352046,12.0756752325051,0.0255958046149345,0.179788712813709,20.7524893874213,22.4537196312277,19.4564290962127,37.3373618851383,62.6626381148617,2756645,1328542,10982023,2143374,3471916,25.1014316761129,12.0974250372632,31.6145395069743,19.5171144697111,NA,267377,364363,2489268,2853631,2756645,-96986,-3.39868749673661,25.984565867327,25.1014316761129,-0.883134191214129,NA,NA,NA,NA,NA,11001838.3677979,23260.8083666162,FALSE,-37.5612064387488
1357,53033006700,"Census Tract 67, King County, Washington",7600,454669200,59825,"5Y15","Seattle",12.3,12,"Queen Anne","Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",67,82,125,6700,6700,67,"Census Tract 67",304.7206061,0,19424.0176690524,125,12,NA,NA,NA,NA,NA,304.7206061,0.31334552,0.587,0.06384858,0.617,0.26337599,0.775,0.12090189,0.181,0.26354196,0.219,0.106,0.04,0.194,0.084,0.083,0.06883015,0.8611,0.067,0.052,0.03,0.172,0.082,0.195,0.136,0.264,"Second lowest",0.647,"Second highest",0.136,"Lowest",0.016,"Lowest",2,NA,NA,13273673,3516428,1906554,55489,14317,3488014,2124212,2168659,5492788,7780885,26.491747988669,14.3634245020199,0.418038021578504,0.107860122816043,26.2776851591869,16.0031967037308,16.3380475019989,41.3810706350834,58.6189293649166,3516428,1906554,13259356,2224148,4130702,26.52035287385,14.3789336375009,31.1531118102568,16.7741781727559,NA,424507,436354,3091921,3528275,3516428,-11847,-0.335773146934408,26.6097011046389,26.52035287385,-0.0893482307888824,NA,NA,NA,NA,NA,13273627.9729309,19424.0162602738,FALSE,-32.0985764910666
